,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,France,Germany,Spain
5202,597,False,22,6,101528.61,1,1,0,70529.0,1,False,True,False
5203,753,True,30,1,110824.52,1,1,1,57896.27,0,False,True,False
5204,430,False,33,8,0.0,1,1,1,69759.91,0,True,False,False
5205,756,True,28,8,179960.2,1,1,0,89938.08,0,True,False,False
5206,493,True,38,3,134006.77,1,1,0,89578.32,0,True,False,False
5207,777,False,37,10,121532.17,2,1,1,73464.88,0,False,True,False
5208,779,False,38,7,0.0,2,1,1,138542.87,0,False,False,True
5209,702,False,38,2,0.0,1,1,1,161888.63,0,False,False,True
5210,551,True,35,7,129717.3,2,0,0,86937.2,0,True,False,False
5211,749,True,22,4,94762.16,2,1,1,42241.54,0,False,True,False
5212,742,True,55,5,155196.17,1,0,1,121207.66,1,False,True,False
5213,752,True,29,4,129514.99,1,1,1,102930.46,0,False,True,False
5214,740,False,57,3,113386.36,2,1,1,65121.63,1,False,True,False
5215,576,True,24,3,0.0,1,0,1,78498.04,1,True,False,False
5216,637,True,43,3,172196.23,1,1,1,104769.96,0,False,False,True
5217,724,True,28,5,97612.12,1,1,1,96498.14,0,True,False,False
5218,685,True,20,4,104719.94,2,1,0,38691.34,0,True,False,False
5219,625,False,38,7,0.0,1,1,0,164804.02,0,True,False,False
5220,571,True,37,9,139592.98,3,1,0,104152.65,1,False,True,False
5221,584,False,29,4,0.0,2,1,0,88866.92,0,False,False,True
5222,550,False,22,7,139096.85,1,1,0,129890.94,0,True,False,False
5223,662,False,72,7,140301.72,1,0,1,179258.67,0,False,False,True
5224,803,True,43,3,0.0,1,1,0,72051.44,0,False,False,True
5225,615,True,66,7,0.0,2,1,1,74580.8,0,True,False,False
5226,481,True,39,1,111233.09,1,1,1,123995.15,0,False,False,True
5227,701,True,23,3,0.0,2,1,0,38960.59,0,True,False,False
5228,751,True,29,10,147737.63,1,0,1,94951.27,0,True,False,False
5229,675,True,35,8,0.0,2,1,1,56642.97,0,True,False,False
5230,733,True,40,5,125725.02,2,1,1,50783.1,0,False,True,False
5231,822,True,38,6,128289.7,3,1,0,9149.96,1,True,False,False
5232,559,False,46,5,0.0,1,1,0,21006.1,1,True,False,False
5233,731,False,49,4,88826.07,1,1,1,33759.41,1,False,True,False
5234,678,False,41,1,143443.61,1,1,0,196622.28,1,True,False,False
5235,645,False,68,9,0.0,4,1,1,176353.87,1,True,False,False
5236,701,True,29,2,0.0,2,1,0,176943.59,0,True,False,False
5237,554,True,26,8,149134.46,1,1,1,177966.24,0,False,False,True
5238,723,True,30,3,124119.54,1,1,0,162198.32,0,True,False,False
5239,766,True,44,3,116822.7,1,0,0,197643.24,0,False,True,False
5240,597,False,24,1,103219.47,1,1,0,60420.07,0,True,False,False
5241,574,True,41,1,0.0,2,0,0,70550.0,0,True,False,False
5242,655,False,40,0,81954.6,1,1,1,198798.44,1,False,True,False
5243,780,False,37,10,95196.26,1,1,0,126310.39,1,False,True,False
5244,672,True,43,5,0.0,2,1,1,64515.5,0,False,False,True
5245,717,True,38,7,0.0,2,1,1,158580.05,0,True,False,False
5246,521,False,32,2,136555.01,2,1,1,129353.21,0,True,False,False
5247,633,True,59,5,0.0,1,1,1,137273.97,0,True,False,False
5248,669,True,39,3,119452.03,1,1,1,171575.54,0,True,False,False
5249,740,True,44,9,0.0,1,0,1,96528.0,1,True,False,False
5250,462,False,24,9,69881.09,2,0,1,64421.02,0,False,True,False
5251,619,True,39,5,0.0,2,1,1,158444.61,0,True,False,False
5252,665,False,44,7,0.0,2,1,1,66548.58,0,True,False,False
5253,655,False,27,9,0.0,2,0,0,108008.05,0,False,False,True
5254,463,True,20,8,204223.03,1,1,0,128268.39,0,False,False,True
5255,799,False,63,1,110314.21,2,1,0,37464.0,1,True,False,False
5256,713,False,48,1,163760.82,1,0,0,157381.14,1,False,False,True
5257,807,False,31,1,141069.18,3,1,1,194257.11,0,False,True,False
5258,728,True,38,1,115934.74,1,1,1,139059.05,0,True,False,False
5259,582,True,52,2,151457.88,1,0,1,40893.61,0,True,False,False
5260,704,False,35,3,154206.07,2,1,1,40261.49,0,False,True,False
5261,714,False,26,9,89928.99,1,1,0,46203.31,0,True,False,False
5262,628,True,30,8,89182.09,1,1,1,13126.9,0,True,False,False
5263,809,True,41,1,79706.25,2,1,0,165675.01,0,False,True,False
5264,547,False,44,5,0.0,3,0,0,5459.07,1,False,False,True
5265,560,False,27,5,0.0,2,1,0,131919.48,0,True,False,False
5266,811,True,31,7,117799.28,1,1,1,182372.35,0,True,False,False
5267,584,True,26,4,0.0,2,1,0,147600.54,0,True,False,False
5268,691,True,28,1,0.0,2,0,0,92865.41,0,True,False,False
5269,680,True,34,6,146422.22,1,1,0,67142.97,1,False,True,False
5270,588,True,33,9,150186.22,2,1,1,65611.01,0,False,True,False
5271,721,True,40,6,100275.88,1,1,0,138564.48,1,False,True,False
5272,850,True,47,6,0.0,1,1,0,187391.02,1,True,False,False
5273,529,True,32,9,147493.89,1,1,0,33656.35,0,True,False,False
5274,622,True,43,8,0.0,2,1,0,100618.17,0,True,False,False
5275,683,False,42,8,0.0,2,0,1,198134.9,0,True,False,False
5276,575,True,29,4,121823.4,2,1,1,50368.87,0,True,False,False
5277,577,False,40,1,0.0,2,1,1,108787.0,0,False,False,True
5278,510,True,31,0,113688.63,1,1,0,33099.41,1,False,True,False
5279,652,False,40,7,100471.34,1,1,1,124550.88,0,False,False,True
5280,569,False,28,3,100032.52,1,1,0,5159.21,1,False,True,False
5281,687,True,31,3,0.0,2,0,0,48228.1,0,False,False,True
5282,822,True,32,8,116358.0,1,1,0,108798.36,0,True,False,False
5283,656,False,23,4,163549.63,1,0,1,21085.12,0,False,True,False
5284,745,True,51,3,99183.9,1,1,1,28922.25,0,False,True,False
5285,386,False,53,1,131955.07,1,1,1,62514.65,1,False,False,True
5286,684,False,41,1,134177.06,1,0,0,177506.66,0,False,False,True
5287,635,False,38,1,0.0,2,1,0,90605.05,0,False,False,True
5288,582,True,30,2,0.0,2,1,1,132029.95,0,True,False,False
5289,613,True,19,5,0.0,1,1,1,176903.35,0,False,False,True
5290,795,False,56,9,94348.94,1,1,0,29239.29,1,False,True,False
5291,659,False,32,2,155584.21,1,0,1,153662.88,0,True,False,False
5292,745,False,28,6,0.0,2,1,0,154389.18,0,True,False,False
5293,604,False,41,10,0.0,2,1,1,166224.39,0,False,False,True
5294,509,True,32,9,170661.47,1,1,1,21646.2,0,False,True,False
5295,706,False,29,6,185544.36,1,1,0,171037.63,0,False,True,False
5296,619,False,44,6,52831.13,1,1,1,112649.22,1,False,False,True
5297,572,True,51,8,97750.07,3,1,1,193014.26,1,False,True,False
5298,695,True,36,6,114007.5,2,1,0,118120.88,0,True,False,False
5299,543,False,71,1,104308.77,1,1,1,25650.04,0,True,False,False
5300,640,False,33,6,84719.13,2,1,1,113048.79,0,True,False,False
5301,672,True,39,2,0.0,2,1,0,87372.49,0,True,False,False
5302,701,True,39,9,140236.98,1,0,1,146651.99,0,True,False,False
5303,634,True,25,9,0.0,2,1,1,8227.91,0,False,False,True
5304,531,False,42,6,75302.85,2,0,0,57034.35,0,False,False,True
5305,699,True,27,1,0.0,2,1,0,93003.21,0,True,False,False
5306,605,False,51,9,104760.82,1,1,1,165574.54,1,True,False,False
5307,534,False,49,7,0.0,1,1,0,13566.48,1,True,False,False
5308,449,False,31,1,113693.0,1,0,0,82796.29,0,False,False,True
5309,684,False,36,5,174180.39,1,1,0,119830.08,0,False,False,True
5310,622,True,42,9,115766.26,1,0,0,72155.85,1,False,True,False
5311,714,False,40,0,0.0,2,1,0,62762.12,0,True,False,False
5312,712,False,48,8,0.0,2,1,0,183235.33,0,False,False,True
5313,783,False,72,5,121215.9,2,1,1,105206.48,0,True,False,False
5314,743,True,45,10,144677.19,3,1,0,22512.44,1,False,True,False
5315,683,True,36,5,115350.63,1,1,1,122305.91,0,True,False,False
5316,654,True,40,5,105683.63,1,1,0,173617.09,0,False,False,True
5317,700,True,37,1,135179.49,1,1,0,160670.37,0,True,False,False
5318,744,True,31,0,117551.23,1,1,0,158958.9,0,False,False,True
5319,645,True,25,1,157404.02,2,1,0,93073.04,0,False,True,False
5320,525,True,36,3,77910.23,1,1,0,67238.01,0,False,False,True
5321,732,True,25,0,110942.9,1,0,0,172576.56,0,True,False,False
5322,721,False,40,7,0.0,2,1,1,122580.48,0,True,False,False
5323,622,True,32,5,179305.09,1,1,1,149043.78,0,True,False,False
5324,654,True,31,5,150593.59,2,1,1,105218.45,0,False,True,False
5325,529,False,43,0,123815.86,1,1,1,78463.99,1,True,False,False
5326,720,False,59,6,0.0,2,1,1,160849.43,1,False,False,True
5327,850,False,25,8,69385.17,2,1,0,87834.24,0,False,True,False
5328,667,True,27,2,138032.15,1,1,0,166317.71,0,False,True,False
5329,620,True,41,3,0.0,2,1,1,137309.06,0,True,False,False
5330,616,True,29,9,0.0,1,1,1,166984.44,0,True,False,False
5331,637,False,46,2,143500.82,1,1,0,166996.46,1,False,True,False
5332,710,False,29,3,119670.18,1,1,0,188022.44,0,False,False,True
5333,717,True,33,1,99106.73,1,0,0,194467.23,0,False,False,True
5334,786,True,24,2,120135.55,2,1,1,125449.47,0,False,True,False
5335,651,False,39,8,0.0,1,1,0,137452.57,0,True,False,False
5336,530,False,55,4,120905.03,1,0,1,123475.88,1,True,False,False
5337,815,False,57,5,0.0,3,0,0,38941.44,1,False,False,True
5338,715,False,34,9,102277.52,1,0,0,177852.57,1,False,True,False
5339,496,False,55,4,125292.53,1,1,1,31532.96,1,False,True,False
5340,680,True,42,0,0.0,1,1,0,136377.21,0,False,False,True
5341,646,False,51,4,101629.3,1,0,0,130541.1,0,True,False,False
5342,807,True,47,1,171937.27,1,1,1,65636.92,0,False,True,False
5343,727,True,47,7,0.0,2,1,0,193305.35,0,True,False,False
5344,787,True,25,5,0.0,2,1,0,47307.9,0,True,False,False
5345,806,True,34,6,0.0,2,0,0,100809.99,0,True,False,False
5346,603,True,31,1,129743.75,1,1,0,109145.2,0,True,False,False
5347,649,True,32,1,0.0,1,0,1,91167.19,1,False,False,True
5348,547,True,41,3,151191.31,1,1,0,175295.89,1,False,True,False
5349,684,True,32,3,102630.13,2,1,1,127433.47,0,False,True,False
5350,477,False,57,9,114023.64,2,1,1,71167.17,1,True,False,False
5351,558,True,41,2,124227.14,1,1,1,111184.67,0,False,True,False
5352,695,False,23,1,0.0,2,1,1,141756.32,0,True,False,False
5353,592,True,35,6,80285.16,1,1,0,72678.75,1,False,False,True
5354,789,True,31,4,175477.15,1,1,1,172832.9,0,True,False,False
5355,597,False,29,1,132144.35,1,1,0,158086.33,0,True,False,False
5356,839,True,47,2,136911.07,1,1,1,168184.62,1,False,True,False
5357,405,True,31,5,133299.67,2,1,1,72950.14,0,False,True,False
5358,658,True,39,7,0.0,2,1,0,48378.4,0,True,False,False
5359,684,True,42,1,117691.0,1,1,1,23135.65,1,False,True,False
5360,633,True,35,10,0.0,2,1,0,65675.47,0,True,False,False
5361,589,True,46,9,0.0,2,1,0,170676.67,0,True,False,False
5362,750,False,37,1,133199.71,2,1,1,27366.77,0,False,True,False
5363,771,True,51,5,135506.58,3,1,1,152479.64,1,False,False,True
5364,812,True,33,2,127154.14,2,0,1,105383.49,0,False,True,False
5365,539,True,39,2,0.0,2,1,1,48189.94,0,False,False,True
5366,670,False,42,5,49508.79,3,1,1,100324.01,0,False,True,False
5367,673,True,41,5,0.0,1,1,1,65657.29,0,True,False,False
5368,538,False,62,3,75051.49,1,0,0,17682.02,1,True,False,False
5369,575,True,52,8,123925.23,1,0,0,111342.66,1,False,False,True
5370,682,True,41,6,0.0,2,0,1,134158.09,1,True,False,False
5371,712,True,33,3,153819.58,1,1,0,79176.09,1,True,False,False
5372,598,False,39,5,0.0,2,1,1,83103.46,0,False,False,True
5373,776,True,30,6,0.0,2,0,1,63908.86,0,False,False,True
5374,606,False,23,10,70417.79,1,0,1,90896.04,0,False,False,True
5375,686,True,38,7,111484.88,1,1,1,76076.2,0,False,False,True
5376,850,True,38,1,146343.98,1,0,1,103902.11,0,False,False,True
5377,642,True,72,1,160541.0,2,1,1,142223.94,0,True,False,False
5378,606,True,27,2,130274.26,2,1,0,147533.09,0,False,True,False
5379,627,False,21,7,98993.02,1,1,1,169156.64,0,True,False,False
5380,850,True,36,0,0.0,2,1,0,141242.57,0,False,False,True
5381,850,True,32,9,141827.33,2,1,1,149458.73,0,False,True,False
5382,724,False,40,6,110054.45,1,1,1,86950.72,0,True,False,False
5383,579,True,28,4,0.0,2,1,1,176925.69,0,True,False,False
5384,727,True,28,1,0.0,1,1,0,40357.39,0,False,False,True
5385,813,False,36,6,98088.09,1,0,1,26687.22,1,False,True,False
5386,642,True,48,9,118317.27,4,0,0,78702.98,1,True,False,False
5387,669,True,22,10,0.0,2,1,0,176163.74,0,False,False,True
5388,574,True,54,1,99774.5,1,0,0,4896.11,1,False,True,False
5389,774,False,32,4,0.0,2,0,0,114899.13,0,True,False,False
5390,735,False,38,1,0.0,3,0,0,92220.12,1,True,False,False
5391,639,False,27,8,133806.54,2,1,0,6251.3,0,False,False,True
5392,738,True,44,2,0.0,2,1,0,43018.82,1,False,False,True
5393,835,True,32,8,124993.29,2,1,1,27548.06,0,True,False,False
5394,637,False,44,0,157622.58,1,1,1,120454.2,0,False,False,True
5395,589,True,48,5,126111.61,1,0,1,133961.19,0,False,True,False
5396,591,True,42,9,161651.37,2,1,1,131753.97,0,True,False,False
5397,723,False,40,7,142856.95,2,0,0,38019.74,0,True,False,False
5398,831,True,44,3,111100.98,1,1,1,28144.07,1,False,True,False
5399,733,True,35,8,102918.38,1,1,1,45959.86,0,False,False,True
5400,731,False,30,5,0.0,2,1,0,189528.72,0,True,False,False
5401,654,True,47,10,0.0,2,1,0,170481.98,0,True,False,False
5402,828,True,37,4,0.0,2,1,0,94845.45,0,True,False,False
5403,590,True,22,7,125265.61,1,1,1,161253.08,0,False,False,True
5404,657,True,37,4,82500.28,1,1,1,115260.72,0,True,False,False
5405,531,False,64,2,175754.87,2,1,1,60721.4,0,False,True,False
5406,516,False,47,6,109387.33,1,0,0,121365.45,0,True,False,False
5407,561,True,37,1,100443.36,2,0,1,101693.73,0,True,False,False
5408,682,False,54,0,83102.72,2,1,1,54132.93,0,False,False,True
5409,575,True,28,7,0.0,1,1,1,10666.05,0,False,False,True
5410,623,False,28,4,0.0,2,1,0,41227.67,0,True,False,False
5411,642,False,40,7,0.0,2,1,0,10712.82,0,True,False,False
5412,779,False,48,2,115290.27,1,0,0,98912.69,1,True,False,False
5413,671,False,42,6,0.0,2,1,0,197202.48,0,True,False,False
5414,495,False,40,1,140197.71,2,1,0,150720.39,0,True,False,False
5415,850,False,28,1,105245.34,1,0,1,74780.13,0,True,False,False
5416,630,True,50,8,0.0,2,0,1,79377.45,0,True,False,False
5417,588,True,32,1,0.0,2,1,1,8763.87,0,True,False,False
5418,562,True,35,3,142296.13,1,0,1,177112.7,0,False,True,False
5419,740,False,56,4,99097.33,1,1,1,85016.64,1,False,False,True
5420,695,True,28,5,171069.39,2,1,1,88689.4,0,True,False,False
5421,589,False,39,7,0.0,2,0,0,95985.64,0,True,False,False
5422,607,False,31,1,102523.88,1,1,1,166792.71,0,True,False,False
5423,794,True,35,6,0.0,2,1,1,68730.91,0,True,False,False
5424,580,True,44,9,143391.07,1,0,0,146891.07,1,False,True,False
5425,644,False,44,8,106022.73,2,0,0,148727.42,0,False,True,False
5426,636,False,36,1,0.0,1,1,0,43134.58,0,False,False,True
5427,599,True,36,3,128960.21,2,1,1,40318.33,0,False,True,False
5428,507,False,35,2,0.0,2,1,0,97633.93,0,True,False,False
5429,682,False,48,7,0.0,2,1,0,65069.03,0,True,False,False
5430,714,False,24,7,0.0,2,1,0,166335.0,0,True,False,False
5431,696,False,25,8,126442.59,1,1,0,121904.44,0,True,False,False
5432,599,True,51,0,0.0,1,1,1,175235.99,0,False,False,True
5433,577,True,37,2,127261.35,1,1,0,56185.05,0,True,False,False
5434,733,False,32,5,0.0,2,1,0,131625.14,0,False,False,True
5435,647,False,33,4,0.0,1,1,0,152323.04,0,True,False,False
5436,831,False,34,2,0.0,2,0,0,165840.94,0,True,False,False
5437,543,True,30,6,73481.05,1,1,1,176692.65,0,False,True,False
5438,679,True,34,7,160515.37,1,1,0,121904.14,0,True,False,False
5439,713,False,61,4,149525.34,2,1,0,123663.63,0,False,True,False
5440,690,True,43,2,166522.78,1,0,0,119644.59,1,False,True,False
5441,751,True,29,1,135536.5,1,1,0,66825.33,0,True,False,False
5442,613,False,43,10,120481.69,1,0,0,94875.03,1,False,True,False
5443,701,True,28,1,103421.32,1,0,1,76304.73,0,False,False,True
5444,698,True,33,5,135658.73,2,0,1,39755.0,0,True,False,False
5445,451,False,36,2,0.0,2,1,1,180142.42,0,True,False,False
5446,665,True,28,8,191402.82,2,1,0,83238.4,0,True,False,False
5447,726,True,50,9,94504.35,1,0,1,5078.9,0,False,True,False
5448,608,False,44,5,126147.84,1,0,1,132424.69,1,False,True,False
5449,549,False,46,7,0.0,1,1,1,109057.56,0,True,False,False
5450,803,True,33,6,0.0,2,1,0,115676.61,0,True,False,False
5451,663,True,43,4,87624.03,2,1,0,149401.33,0,True,False,False
5452,558,False,45,1,153697.53,2,0,0,89891.4,1,True,False,False
5453,714,False,25,4,0.0,2,0,0,82500.84,0,True,False,False
5454,704,True,39,5,0.0,1,1,0,6416.92,0,True,False,False
5455,805,False,45,9,116585.97,1,1,0,189428.75,1,False,True,False
5456,659,True,34,9,134464.58,2,1,0,178833.34,0,False,True,False
5457,738,True,62,10,83008.31,1,1,1,42766.03,0,False,True,False
5458,635,True,35,2,113635.16,1,1,0,90883.12,0,False,False,True
5459,530,False,36,7,0.0,2,1,0,80619.09,0,False,False,True
5460,661,True,41,5,122552.48,2,0,1,120646.4,0,False,True,False
5461,531,True,31,2,118899.45,2,0,0,41409.36,0,False,False,True
5462,694,False,29,5,99713.87,1,0,0,112317.89,0,True,False,False
5463,731,False,36,6,0.0,1,0,0,152128.36,0,True,False,False
5464,556,False,36,2,134208.22,1,0,1,177670.57,0,True,False,False
5465,647,False,41,1,85906.65,3,1,0,189159.97,0,False,True,False
5466,850,True,32,3,137714.25,1,0,1,159403.68,0,False,True,False
5467,573,True,33,1,160777.9,1,1,1,149536.15,0,False,False,True
5468,591,True,45,5,0.0,2,1,1,155492.87,0,True,False,False
5469,723,True,21,4,0.0,2,0,0,24847.02,0,True,False,False
5470,617,True,25,1,102585.88,2,1,1,115387.4,0,True,False,False
5471,704,False,39,10,102556.18,2,1,0,171971.25,1,False,True,False
5472,457,True,42,4,126772.57,1,0,1,126106.4,0,False,True,False
5473,787,False,38,3,158373.23,1,1,1,28228.35,0,False,True,False
5474,651,False,34,9,0.0,2,1,0,138113.71,0,True,False,False
5475,612,True,42,5,141927.1,1,1,1,43018.98,0,False,True,False
5476,828,True,47,1,109876.82,2,1,0,83611.45,1,False,False,True
5477,724,False,34,2,0.0,2,1,1,118863.38,0,True,False,False
5478,648,True,44,9,111369.79,2,1,1,91947.74,0,False,True,False
5479,569,True,35,3,116969.35,1,0,0,94488.82,0,False,False,True
5480,765,False,34,8,136729.51,2,0,0,47058.21,0,False,True,False
5481,577,False,44,1,152086.15,1,0,1,44719.5,1,False,True,False
5482,603,True,46,2,0.0,2,1,0,174478.54,0,False,False,True
5483,568,True,28,1,127289.28,1,0,0,45611.51,0,False,False,True
5484,748,True,45,2,119852.01,1,0,0,73853.94,1,False,True,False
5485,573,True,38,4,0.0,2,1,1,196517.43,0,False,False,True
5486,771,False,41,5,0.0,2,0,1,92914.67,0,False,False,True
5487,763,True,35,9,0.0,1,1,1,31372.91,0,True,False,False
5488,410,False,35,7,117183.74,1,1,1,109733.73,0,True,False,False
5489,728,True,33,8,129907.63,1,0,1,36083.96,0,True,False,False
5490,655,False,78,2,0.0,2,0,1,188435.38,0,False,False,True
5491,580,False,36,6,145387.32,2,1,1,169963.2,1,False,True,False
5492,712,True,35,7,124616.23,1,1,1,69320.97,0,True,False,False
5493,680,True,31,9,0.0,2,1,0,36145.53,0,True,False,False
5494,383,False,48,8,95808.19,1,0,0,137702.01,1,False,False,True
5495,721,True,35,10,0.0,2,1,0,71594.26,0,True,False,False
5496,620,False,42,1,0.0,2,0,1,65565.92,0,True,False,False
5497,774,False,36,8,117152.3,1,0,0,101828.39,0,False,False,True
5498,563,True,35,3,106250.72,1,0,0,39546.32,0,True,False,False
5499,850,False,27,8,111837.78,2,1,1,110805.79,0,False,True,False
5500,681,True,47,9,97023.21,1,1,1,2168.13,0,True,False,False
5501,631,False,31,8,137687.72,1,1,0,190067.12,0,True,False,False
5502,614,False,40,3,113348.5,1,1,1,77789.01,0,False,False,True
5503,704,True,24,10,122109.78,1,1,1,127654.37,0,False,False,True
5504,786,True,32,2,120452.4,2,0,0,79602.86,0,True,False,False
5505,534,False,53,7,0.0,2,1,1,80619.17,0,True,False,False
5506,590,True,34,0,65812.35,2,0,1,160346.3,0,False,False,True
5507,583,False,40,3,54428.37,1,1,0,109638.78,1,False,False,True
5508,656,False,75,3,0.0,2,1,1,1276.87,0,True,False,False
5509,597,True,33,9,0.0,2,1,0,49374.82,0,True,False,False
5510,588,False,48,1,143279.58,2,1,0,31580.8,1,False,True,False
5511,667,True,32,0,103846.65,1,1,0,20560.69,0,False,True,False
5512,627,True,37,2,125190.86,1,0,1,84584.69,0,True,False,False
5513,708,False,33,8,0.0,2,0,1,15246.83,0,True,False,False
5514,641,True,65,6,38340.02,1,1,0,32607.77,1,True,False,False
5515,527,False,28,2,123802.98,2,1,1,155846.69,0,False,True,False
5516,592,True,37,3,96651.03,1,1,1,3232.82,0,True,False,False
5517,465,True,33,8,0.0,2,1,0,177668.55,0,True,False,False
5518,628,True,39,6,0.0,2,0,0,134441.6,0,True,False,False
5519,678,True,43,1,133237.21,1,1,0,111032.79,1,True,False,False
5520,570,False,61,6,142105.35,1,1,1,45214.04,0,True,False,False
5521,815,True,37,1,166115.42,1,1,0,67208.3,0,True,False,False
5522,817,False,37,6,81070.34,2,1,0,80985.88,0,True,False,False
5523,717,True,35,4,0.0,1,1,1,167573.06,0,True,False,False
5524,641,False,53,0,123835.52,2,0,1,160110.65,0,True,False,False
5525,624,True,51,10,123401.43,2,1,1,127825.25,0,True,False,False
5526,579,True,49,4,169377.31,1,1,1,123535.05,0,False,True,False
5527,698,True,38,2,130015.24,1,1,1,41595.3,0,True,False,False
5528,645,True,32,4,0.0,2,0,1,97628.08,0,True,False,False
5529,691,True,34,8,133936.04,2,1,0,91359.79,0,True,False,False
5530,638,True,34,6,114543.27,1,1,1,97755.29,0,True,False,False
5531,705,False,31,3,119794.67,1,0,0,182528.44,0,True,False,False
5532,720,True,33,9,0.0,2,1,1,142956.48,0,True,False,False
5533,553,True,44,4,0.0,1,1,0,10789.3,0,False,False,True
5534,658,False,29,8,0.0,2,0,1,130461.09,0,True,False,False
5535,648,False,32,8,157138.99,3,1,0,190994.48,1,False,True,False
5536,636,True,45,3,0.0,2,1,1,159463.8,0,False,False,True
5537,527,False,41,10,136733.24,1,1,1,57589.29,0,False,True,False
5538,717,False,28,9,82498.14,2,0,0,40437.67,0,False,True,False
5539,614,True,39,3,151914.93,1,0,0,56459.45,0,False,False,True
5540,737,True,43,0,80090.93,1,1,0,39920.0,1,True,False,False
5541,587,True,51,3,83739.32,1,0,1,148798.45,0,False,False,True
5542,682,False,35,2,181166.44,1,1,1,63737.19,1,True,False,False
5543,710,True,38,3,130588.82,1,1,1,154997.64,0,True,False,False
5544,507,True,42,6,0.0,2,1,0,34777.23,0,True,False,False
5545,609,True,33,6,94126.67,1,0,0,93718.16,0,False,True,False
5546,786,True,32,9,0.0,2,1,0,133112.41,0,True,False,False
5547,688,True,38,7,148045.68,1,1,0,175479.92,1,True,False,False
5548,710,True,38,2,0.0,2,1,0,96.27,0,True,False,False
5549,779,True,33,3,0.0,2,1,0,30804.68,0,False,False,True
5550,733,False,44,6,168165.84,1,0,1,197193.49,0,True,False,False
5551,583,False,26,10,72835.56,2,1,0,96792.15,0,False,True,False
5552,627,True,41,3,0.0,2,1,0,132719.8,0,True,False,False
5553,666,True,31,3,123212.08,2,1,1,112157.31,0,False,True,False
5554,620,True,38,0,0.0,2,1,1,38015.34,0,False,False,True
5555,614,False,39,6,0.0,2,1,1,164018.98,0,False,False,True
5556,606,True,40,6,119501.88,2,1,0,46774.94,0,True,False,False
5557,700,False,39,5,144550.83,2,1,1,189664.43,0,False,True,False
5558,677,True,34,3,126729.41,1,1,1,26106.39,1,False,True,False
5559,850,True,36,5,119984.07,1,1,0,191535.11,1,False,True,False
5560,564,True,35,4,0.0,1,1,0,158937.55,0,True,False,False
5561,771,False,56,2,0.0,1,1,1,25222.6,1,False,False,True
5562,620,True,42,9,121490.05,1,1,1,29296.74,0,False,False,True
5563,610,True,46,5,91897.8,1,1,0,54394.28,0,False,False,True
5564,609,True,39,2,139443.75,2,1,0,9234.06,0,False,False,True
5565,683,True,35,5,144961.97,1,0,1,26796.73,0,False,True,False
5566,633,True,42,3,126041.02,1,0,1,11796.89,0,False,True,False
5567,676,True,28,1,69459.05,2,1,1,128461.29,0,False,True,False
5568,693,True,38,7,198338.77,2,1,1,14278.18,0,True,False,False
5569,709,True,36,0,0.0,2,1,0,46811.77,0,True,False,False
5570,569,True,35,2,109196.66,3,1,0,109393.19,1,False,True,False
5571,684,False,38,3,134168.5,3,1,0,3966.5,1,False,False,True
5572,565,True,34,6,0.0,1,1,1,63173.64,0,True,False,False
5573,681,True,29,8,0.0,1,1,0,66367.33,0,True,False,False
5574,503,False,36,9,0.0,2,1,1,16274.67,0,False,False,True
5575,656,True,40,2,0.0,2,1,1,180553.48,0,True,False,False
5576,566,True,65,4,120100.41,1,1,0,107563.16,1,False,True,False
5577,592,False,62,5,0.0,1,1,1,100941.57,0,True,False,False
5578,687,False,50,5,0.0,2,1,0,110230.4,0,False,False,True
5579,686,True,22,8,0.0,2,0,0,142331.85,0,False,False,True
5580,616,True,30,2,0.0,2,1,0,199099.51,0,False,False,True
5581,494,True,67,5,0.0,2,1,1,85890.16,0,False,False,True
5582,534,True,38,3,0.0,1,0,0,143938.27,0,True,False,False
5583,695,False,31,8,0.0,2,0,1,131644.41,0,False,False,True
5584,579,False,31,9,0.0,2,1,0,112395.98,0,False,False,True
5585,432,True,38,2,135559.8,2,1,1,71856.3,0,False,True,False
5586,816,False,25,2,150355.35,2,1,1,35770.84,0,False,True,False
5587,730,False,37,1,0.0,2,1,1,124364.63,0,True,False,False
5588,593,False,35,6,133489.12,2,1,1,78101.29,0,True,False,False
5589,715,False,37,9,105489.31,1,0,0,143096.49,1,False,True,False
5590,775,True,25,10,60205.2,2,1,0,14073.11,0,False,True,False
5591,539,True,38,5,0.0,2,1,0,47388.41,0,True,False,False
5592,576,True,19,6,0.0,2,0,0,72306.07,0,False,False,True
5593,617,True,50,7,0.0,1,1,0,184839.7,1,False,False,True
5594,688,True,40,6,0.0,1,1,1,47886.44,0,True,False,False
5595,608,True,33,4,0.0,1,0,1,130474.03,0,True,False,False
5596,597,True,35,9,0.0,3,0,1,73181.39,1,False,False,True
5597,670,False,42,6,112333.63,1,1,1,65706.86,0,True,False,False
5598,616,False,57,7,116936.81,1,1,1,104379.36,0,False,True,False
5599,579,False,50,5,117721.02,1,0,1,192146.63,1,False,True,False
5600,786,True,37,7,165896.22,2,1,1,66977.68,0,True,False,False
5601,704,False,44,9,153656.85,1,1,0,158742.81,0,False,False,True
5602,796,False,50,1,94164.0,1,1,1,189414.74,0,True,False,False
5603,598,True,39,1,0.0,2,1,0,159130.32,0,False,False,True
